#fix last merge conflict, remaining refactoring
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
15.446166611,233932803043,71612952754,48417438340,601214524,312171
15.392727435,233932806390,71641258858,48417438519,601510547,225774
15.264709020,233932802954,71611107508,48417438251,601257145,220621
15.286794219,233932803108,71707274369,48417438377,601700212,252427
15.399303670,233932802984,71669426417,48417438281,601795421,222436
