#Update flake.nix
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
66.282871957,897820659051,310197936804,257049914320,2365300197,221485
66.161965192,897827098371,310026080779,257050409860,2366072498,193169
66.363965977,897820659163,310721957218,257049914432,2366667535,250888
66.260935007,897820659076,310190060156,257049914345,2366146044,281254
66.440510230,897827098171,310226236354,257050409660,2367138739,226315
