#change enum to defines
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
66.460396158,897786697151,310469534859,257052085822,2366923415,210112
66.142819820,897786697228,310120383560,257052085899,2365828194,186617
66.624560168,897793136365,310119523893,257052581256,2367568365,244384
66.430286563,897786697217,310368706721,257052085888,2366347408,203201
66.400516858,897793136282,310440013918,257052581173,2366282618,156694
