#add output.file
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
0.705825395,9657077266,3410581743,2188166815,39701823,30770
0.696855705,9657077262,3403046667,2188166811,39570183,32221
0.697277651,9657077262,3404453129,2188166811,39571651,30491
0.699793730,9657077260,3410994711,2188166809,39757604,30844
0.697854554,9657077265,3406047759,2188166814,39645118,30521
