#Add Benchmarking Script
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
15.318386559,233932803012,71781419780,48417438309,601444393,251965
15.368977865,233932802988,71725817553,48417438285,600921250,232127
15.439304383,233932802967,71796909865,48417438264,600150602,240984
15.367855204,233932806418,71559002009,48417438547,600904117,254442
15.372150453,233932806461,71515207182,48417438590,600789802,254574
