#try const n
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
54.818461577,909700992631,256551138123,257244271062,1927811767,136598
54.821203100,909700992596,256710689717,257244271027,1930161234,131185
54.847981176,909934746563,256752940004,257262252166,1930221687,188573
55.003276746,909700992697,256604216007,257244271128,1927548782,172988
55.125862010,909700993149,256729908207,257244271580,1930772049,453591
