#add nix flakes
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
66.417844870,897820659517,310225345295,257049914786,2368255135,305146
66.634158891,897820659043,310489225960,257049914312,2363670522,176906
66.450612900,897820659103,310109587140,257049914372,2367237860,243287
66.303822244,897820659064,310368251838,257049914333,2367189133,266025
66.399994079,897827098509,310113016262,257050409998,2366297462,294319
