#globalize corners
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
66.112139730,912677166545,308597210498,257262254869,2330720950,260017
66.022204183,912443412712,308451846189,257244273864,2329678630,230243
65.948979050,912443412700,308672342734,257244273852,2331681069,257249
66.070135601,912443412740,308427710399,257244273892,2329811715,208711
66.016771796,912677166537,308504691933,257262254861,2329225121,256755
