#try make multiple changes before restart
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
54.181810528,913672053735,253230016342,257785778849,1885717187,211176
54.274242495,913672053754,253810847379,257785778868,1892761598,696563
54.227827428,913905807571,254115503063,257803759857,1888310262,775276
54.386118390,913672053881,253291875921,257785778995,1886337930,785835
54.228300810,913672053656,253217675343,257785778770,1885369306,286952
