#more cc tuning
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
25.101352079,290484189145,116773240752,62225774081,1202998885,63919
24.845987504,290250434896,116080913262,62207792936,1204198798,95589
24.873643511,290250435060,116194914640,62207793100,1203748282,147251
24.889605998,290250434897,116094269938,62207792937,1205067603,75491
24.698310818,290484189123,115117203253,62225774059,1207721541,125886
