#tune cc
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
40.162245772,609629066220,187309622108,169765228741,1499813442,149883
40.100756985,609629066150,187496552624,169765228671,1503803331,104175
39.987523972,609629068466,187548071829,169765230987,1504891883,227346
40.003385948,609862820459,187269122524,169783210152,1498429133,211146
40.092885980,609629066251,187425239780,169765228772,1499928816,154491
