#Update Script
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
0.693716224,9627129638,3380974658,2190987677,39617907,15161
0.695463182,9627129635,3392174878,2190987674,39799082,15122
0.693558686,9627129633,3378766245,2190987672,39637313,15307
0.693973496,9627129633,3388827993,2190987672,39731337,13848
0.691351227,9627129637,3377418473,2190987676,39551670,15832
