#tune cc
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
40.310019099,609650843078,188216862753,169756014377,1538127372,150920
40.363222107,609650842878,188422319798,169756014177,1541619424,166197
40.308642916,609417088918,188257311226,169738033045,1540305400,131887
40.223228076,609417088875,188340883193,169738033002,1539565426,112407
40.241653834,609650842939,188500851522,169756014238,1542984067,124168
