#globalize f
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
63.821902065,935171279917,299076113000,256254728674,2279860436,240245
63.958655213,934937526077,298902525516,256236747662,2272934921,190131
64.102224762,934937526600,298583121877,256236748185,2273191865,232195
63.868138981,935171279991,298796046834,256254728748,2278762600,194374
64.130327745,935171279909,298818530922,256254728666,2277752608,227351
