#no rr
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
55.189879177,909700992713,256632975923,257244271144,1929243554,516088
54.921707331,909934746556,256734897980,257262252159,1928117432,217694
54.975272359,909934746469,256768985580,257262252072,1931453686,152005
54.956779272,909700992738,256689541977,257244271169,1930178456,207306
54.874727618,909934746653,256717478516,257262252256,1929222404,185060
