#Added Measured Runtimes
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
0.695707700,9627129637,3388574331,2190987676,39674870,14876
0.693757635,9627129637,3380232029,2190987676,39612813,16175
0.692391447,9627129634,3383029767,2190987673,39783582,14703
0.693446461,9627129635,3384446310,2190987674,39754830,15851
0.691773085,9627129633,3381129480,2190987672,39752239,15431
