#Added Measured Runtimes
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
0.703563573,9627129639,3388471395,2190987678,39731132,17975
0.692536029,9627129635,3382549673,2190987674,39774412,15568
0.691426381,9627129637,3376435975,2190987676,39703452,14603
0.692773846,9627129633,3384390159,2190987672,39619942,14168
0.691941660,9627129631,3380593940,2190987670,39565382,14704
