#Fix?
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
0.798992568,11625316794,3740441443,2516433679,40747773,15451
0.799371492,11625317367,3747866052,2516433748,40825261,21017
0.798768604,11625316819,3743449936,2516433704,40759735,20900
0.798249524,11625317336,3742410163,2516433717,40741745,16352
0.799550883,11625317335,3748644920,2516433716,40821525,17564
