#introduce better benchmark
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
0.718990960,9657078915,3498898291,2188167132,40049535,31830
0.738718134,9657078919,3595813292,2188167136,40591496,31988
0.718940239,9657078916,3503939853,2188167133,40052812,31932
0.740730182,9657078916,3609069476,2188167133,40423065,31902
0.717916212,9657078909,3506154230,2188167126,40168032,32035
