#tune changes counter
runtime,instructions,cycles,branches,branch-misses,L1-dcache-load-misses
40.170677332,607789127309,188275622538,169654515019,1436771644,143288
40.412318796,608022881771,188242965243,169672496653,1436316203,236622
40.308035763,608022881192,188733785048,169672496074,1434772179,133225
40.249054765,607789127331,188146384848,169654515041,1434247441,191511
40.258193001,607789127523,188169628214,169654515233,1434748643,159633
